Mother_Education_Code,Mother_Weight_Gain_Code,Pre-pregnancy_Diabetes_Code,Pre-pregnancy_Hypertension_Code,Five_min_APGAR_score_code,Average_Age_Mother_years,Average_Birth_Weight_grams,Average_Prenatal_Visits,Average_OE_Gestational_Age_weeks,Average_Pre-pregnancy_BMI,Births
3.0,21,1,2,3,34.5,1249.5,8.5,29.0,30.5,2
3.0,21,1,2,4,32.25,3031.0,8.33,36.25,34.7,4
3.0,21,1,2,5,25.0,2533.67,16.33,33.0,31.1,3
3.0,21,1,2,6,30.27,2891.82,11.18,34.82,32.27,11
3.0,21,1,2,7,28.59,2846.52,13.64,34.9,33.06,29
3.0,21,1,2,8,29.53,3109.18,13.18,35.82,33.64,77
3.0,21,1,2,9,29.63,3293.07,13.19,37.52,31.4,361
3.0,21,1,2,10,30.5,2997.0,12.5,37.83,28.95,6
4.0,21,1,2,0,37.0,3150.0,9.0,35.0,27.1,1
4.0,21,1,2,1,25.0,1120.0,19.67,27.67,25.4,3
4.0,21,1,2,2,20.0,450.0,5.0,24.0,43.1,1
4.0,21,1,2,3,29.0,2452.0,9.0,31.5,37.55,2
4.0,21,1,2,4,41.0,2313.5,13.0,31.5,37.5,2
4.0,21,1,2,5,27.25,3095.75,9.5,34.75,26.9,4
4.0,21,1,2,6,40.0,2188.33,10.33,33.67,28.33,3
4.0,21,1,2,7,27.12,3052.88,13.94,35.53,32.59,17
4.0,21,1,2,8,30.5,3109.85,12.55,36.2,32.53,46
4.0,21,1,2,9,30.65,3326.73,13.48,37.52,32.87,293
4.0,21,1,2,10,27.75,3069.5,15.75,37.75,25.88,4
4.0,21,1,2,99,24.0,2522.0,6.0,33.0,33.7,2
5.0,21,1,2,4,28.0,1970.0,11.0,34.0,41.8,1
5.0,21,1,2,5,25.0,1130.0,9.0,30.0,19.8,1
5.0,21,1,2,6,26.0,3391.5,13.0,35.5,25.7,2
5.0,21,1,2,7,31.83,2775.67,13.17,34.25,33.55,12
5.0,21,1,2,8,31.27,3321.5,14.57,36.37,33.85,30
5.0,21,1,2,9,31.74,3366.86,13.87,37.64,32.74,139
5.0,21,1,2,10,35.0,3718.0,14.0,39.0,31.9,1
6.0,21,1,2,1,34.0,3600.0,15.0,40.0,41.1,1
6.0,21,1,2,2,37.0,1590.0,13.0,33.0,28.3,1
6.0,21,1,2,4,22.0,1275.0,9.0,36.0,21.0,1
6.0,21,1,2,6,32.0,3550.0,8.0,36.0,26.6,1
6.0,21,1,2,7,33.47,2914.67,14.27,35.6,34.15,15
6.0,21,1,2,8,31.24,3245.62,13.19,37.03,30.46,37
6.0,21,1,2,9,32.76,3423.28,13.04,38.05,29.41,202
6.0,21,1,2,10,30.67,3968.33,12.67,39.67,33.47,3
7.0,21,1,2,4,38.0,3640.0,20.0,38.0,28.2,1
7.0,21,1,2,6,48.0,2551.0,19.0,36.0,35.0,1
7.0,21,1,2,7,35.8,3625.6,11.8,38.6,34.08,5
7.0,21,1,2,8,36.54,3092.54,12.62,35.31,30.78,13
7.0,21,1,2,9,34.07,3353.39,13.28,37.97,28.89,120
7.0,21,1,2,99,35.0,3425.0,12.0,40.0,28.2,1
8.0,21,1,2,8,32.75,2780.75,13.0,37.0,32.35,4
8.0,21,1,2,9,35.07,3185.5,14.27,37.89,26.32,28
1.0,22,1,2,0,31.0,5360.0,13.0,38.0,34.9,1
1.0,22,1,2,7,35.33,2277.0,8.67,31.33,27.7,3
1.0,22,1,2,8,31.54,3524.15,11.25,37.38,28.25,13
1.0,22,1,2,9,34.38,3350.37,13.56,37.9,29.55,105
1.0,22,1,2,10,28.0,3674.0,15.0,39.0,23.8,1
2.0,22,1,2,2,25.0,3523.0,4.0,37.0,23.3,1
2.0,22,1,2,4,25.67,3360.67,12.0,35.67,37.87,3
2.0,22,1,2,5,25.67,3142.0,11.67,36.0,29.07,3
2.0,22,1,2,6,19.0,3751.0,3.0,39.0,27.3,1
2.0,22,1,2,7,30.0,2973.25,13.25,36.75,24.68,4
2.0,22,1,2,8,30.23,3241.45,11.96,36.94,32.04,47
2.0,22,1,2,9,30.27,3340.73,12.73,37.67,31.73,177
2.0,22,1,2,10,33.5,4529.5,11.0,38.5,33.45,2
3.0,22,1,2,1,29.33,2532.67,8.0,31.33,35.6,3
3.0,22,1,2,2,37.0,3720.0,8.67,35.67,33.33,3
3.0,22,1,2,3,37.0,1312.0,4.0,27.0,23.9,1
3.0,22,1,2,4,30.5,2955.75,6.5,33.25,28.88,4
3.0,22,1,2,5,27.8,2655.0,10.8,35.0,25.66,5
3.0,22,1,2,6,27.31,2795.38,10.08,34.69,28.78,13
3.0,22,1,2,7,28.69,2920.88,10.88,35.08,32.77,26
3.0,22,1,2,8,29.51,3303.45,12.13,36.64,31.5,94
3.0,22,1,2,9,29.27,3318.38,13.03,37.48,31.15,400
3.0,22,1,2,10,28.0,3540.71,13.86,38.43,31.34,7
3.0,22,1,2,99,22.5,2342.5,7.5,34.0,24.35,2
4.0,22,1,2,1,31.0,1580.0,11.67,29.0,38.63,3
4.0,22,1,2,2,27.0,3600.0,21.0,34.0,21.6,1
4.0,22,1,2,3,25.0,1410.0,12.0,31.0,21.0,1
4.0,22,1,2,4,28.2,2663.6,9.8,32.8,29.96,5
4.0,22,1,2,5,29.0,3430.33,8.0,37.0,25.23,3
4.0,22,1,2,6,30.0,3744.83,12.33,36.67,37.57,6
4.0,22,1,2,7,30.64,2877.93,12.32,35.39,32.75,28
4.0,22,1,2,8,30.59,3152.81,11.79,35.97,31.36,64
4.0,22,1,2,9,30.42,3365.27,13.44,37.41,32.55,345
4.0,22,1,2,10,25.88,3609.0,17.0,38.75,31.8,8
5.0,22,1,2,1,37.0,3317.0,10.0,37.0,34.0,1
5.0,22,1,2,2,33.5,1016.5,4.0,29.0,29.3,2
5.0,22,1,2,3,31.0,2948.0,6.0,34.0,26.4,1
5.0,22,1,2,5,35.0,3099.67,13.67,37.67,34.5,3
5.0,22,1,2,6,32.0,2947.86,10.14,34.71,31.11,7
5.0,22,1,2,7,32.43,3095.43,10.71,36.29,29.96,7
5.0,22,1,2,8,31.48,3454.9,13.14,36.86,35.02,29
5.0,22,1,2,9,32.01,3259.24,13.63,37.35,31.66,139
5.0,22,1,2,10,28.5,3666.0,15.0,37.67,36.05,6
6.0,22,1,2,3,32.0,3325.0,14.0,38.5,34.2,2
6.0,22,1,2,4,37.0,2685.0,13.0,39.0,21.9,1
6.0,22,1,2,5,33.6,2778.2,15.75,35.0,28.98,5
6.0,22,1,2,6,32.75,2426.75,5.67,32.5,28.33,4
6.0,22,1,2,7,32.33,3211.17,11.4,35.67,30.88,6
6.0,22,1,2,8,31.66,3253.68,12.87,37.02,28.66,47
6.0,22,1,2,9,32.34,3342.76,13.49,37.76,30.21,296
6.0,22,1,2,10,31.0,3619.5,11.5,38.5,24.4,2
7.0,22,1,2,4,34.5,3000.0,12.0,34.5,33.85,2
7.0,22,1,2,7,34.86,3235.86,12.29,34.71,28.19,7
7.0,22,1,2,8,33.44,3223.72,15.5,37.56,29.56,18
7.0,22,1,2,9,34.03,3302.92,14.6,38.25,28.2,138
8.0,22,1,2,7,32.0,2647.0,9.0,35.5,29.1,2
8.0,22,1,2,8,35.4,3600.0,18.0,37.4,25.84,5
8.0,22,1,2,9,34.97,3305.42,15.24,37.91,26.3,33
1.0,23,1,2,4,32.0,3345.0,10.0,37.0,34.2,1
1.0,23,1,2,5,30.5,3691.0,13.0,38.5,23.6,2
1.0,23,1,2,7,37.4,2433.0,9.2,33.4,34.42,5
1.0,23,1,2,8,32.25,2989.58,13.67,36.0,31.41,12
1.0,23,1,2,9,33.82,3439.68,12.67,37.73,29.9,85
1.0,23,1,2,10,35.0,4026.0,11.0,37.0,34.9,1
2.0,23,1,2,2,37.0,1710.0,17.0,29.0,31.0,2
2.0,23,1,2,4,30.0,2736.0,8.0,32.0,27.5,2
2.0,23,1,2,5,30.33,2893.67,13.0,35.33,33.87,3
2.0,23,1,2,6,26.43,3810.0,12.43,36.14,31.03,7
2.0,23,1,2,7,28.0,2946.0,8.0,34.0,35.7,4
2.0,23,1,2,8,31.66,3201.81,12.19,36.06,32.65,32
2.0,23,1,2,9,30.29,3290.01,12.18,37.55,32.08,161
3.0,23,1,2,1,39.0,990.0,4.0,27.0,31.5,1
3.0,23,1,2,2,38.5,2772.5,11.5,35.0,40.1,2
3.0,23,1,2,4,28.0,2613.33,10.0,32.0,29.57,3
3.0,23,1,2,5,26.17,3449.33,9.33,36.0,30.38,6
3.0,23,1,2,6,31.54,3144.31,9.0,35.31,31.82,13
3.0,23,1,2,7,28.86,3316.41,11.14,35.82,33.56,22
3.0,23,1,2,8,28.8,3153.67,12.33,36.21,31.68,99
3.0,23,1,2,9,30.11,3313.89,13.42,37.59,31.8,367
3.0,23,1,2,10,29.8,3447.6,13.0,38.0,31.7,5
4.0,23,1,2,1,21.0,1049.0,6.0,28.0,25.7,1
4.0,23,1,2,2,32.0,2050.0,12.5,33.5,36.05,2
4.0,23,1,2,3,30.0,1266.5,8.75,28.5,32.62,4
4.0,23,1,2,4,29.67,2980.0,11.0,38.67,40.2,3
4.0,23,1,2,6,29.42,2742.67,8.75,33.75,32.27,12
4.0,23,1,2,7,30.95,3069.95,9.52,35.55,31.66,22
4.0,23,1,2,8,32.34,3301.2,12.78,36.22,33.29,65
4.0,23,1,2,9,30.02,3390.31,13.15,37.68,32.58,301
4.0,23,1,2,10,40.0,2530.0,15.0,39.0,43.8,1
4.0,23,1,2,99,38.0,3770.0,11.0,39.0,36.3,1
5.0,23,1,2,0,37.0,4275.0,16.0,39.0,42.4,1
5.0,23,1,2,3,23.0,4649.0,39.0,36.0,35.1,1
5.0,23,1,2,4,36.5,2951.5,13.5,38.5,27.35,2
5.0,23,1,2,5,33.0,2466.0,12.0,39.0,32.1,1
5.0,23,1,2,6,31.33,2903.67,11.33,34.0,26.37,3
5.0,23,1,2,7,31.91,2956.09,11.6,34.82,36.82,11
5.0,23,1,2,8,31.12,3114.0,13.72,36.4,31.86,25
5.0,23,1,2,9,31.95,3415.42,14.53,37.75,32.35,125
5.0,23,1,2,10,30.0,3190.0,18.0,38.0,26.4,1
6.0,23,1,2,0,34.0,3997.0,16.0,37.0,24.6,1
6.0,23,1,2,2,28.5,2948.0,8.0,36.5,30.55,2
6.0,23,1,2,3,32.0,1210.0,11.0,29.5,26.75,2
6.0,23,1,2,5,31.5,2275.0,8.5,32.75,26.95,4
6.0,23,1,2,6,33.5,3396.0,13.0,36.5,28.07,4
6.0,23,1,2,7,34.08,2895.0,12.08,34.67,31.24,12
6.0,23,1,2,8,32.91,3118.94,12.8,36.78,29.03,54
6.0,23,1,2,9,32.76,3322.25,13.06,37.84,29.1,262
6.0,23,1,2,10,32.6,3564.8,12.2,36.8,30.48,5
7.0,23,1,2,2,33.0,3543.0,12.0,34.0,42.4,1
7.0,23,1,2,4,36.0,2160.0,19.0,32.0,30.1,1
7.0,23,1,2,5,32.0,1426.67,13.0,28.33,29.7,3
7.0,23,1,2,6,26.0,532.0,5.0,23.0,21.5,1
7.0,23,1,2,7,36.25,3062.5,21.25,36.25,30.8,4
7.0,23,1,2,8,32.82,3345.0,14.35,37.35,29.81,17
7.0,23,1,2,9,34.05,3273.22,13.12,37.81,27.72,142
7.0,23,1,2,10,33.67,3278.0,13.0,38.67,21.73,3
8.0,23,1,2,2,44.0,3090.0,18.0,37.0,29.8,1
8.0,23,1,2,5,39.0,3487.0,14.0,39.0,25.1,1
8.0,23,1,2,7,38.0,2940.0,20.0,39.0,24.3,1
8.0,23,1,2,8,35.0,2965.33,21.6,35.33,32.63,6
8.0,23,1,2,9,34.35,3214.15,13.06,38.15,25.99,34
1.0,24,1,2,5,40.0,3140.0,20.0,35.0,32.8,1
1.0,24,1,2,6,41.0,3385.0,12.0,38.0,31.1,1
1.0,24,1,2,7,36.86,3147.29,9.14,36.57,29.49,7
1.0,24,1,2,8,36.33,3458.0,14.75,37.67,31.57,12
1.0,24,1,2,9,34.47,3482.62,14.32,37.88,29.21,94
2.0,24,1,2,1,17.5,1774.0,12.0,29.0,27.75,2
2.0,24,1,2,4,25.0,2955.4,13.8,34.8,30.96,5
2.0,24,1,2,5,27.0,2340.0,18.0,32.0,32.3,1
2.0,24,1,2,6,35.0,2547.0,10.5,34.0,26.4,2
2.0,24,1,2,7,30.29,2782.43,11.14,34.57,30.13,7
2.0,24,1,2,8,31.27,3182.24,11.14,35.89,32.1,37
2.0,24,1,2,9,28.94,3279.46,12.1,37.52,31.09,141
2.0,24,1,2,10,38.0,2975.0,6.0,37.0,32.6,1
2.0,24,1,2,99,33.0,1498.0,5.0,28.5,29.3,2
3.0,24,1,2,2,32.0,2920.0,10.5,37.5,39.6,2
3.0,24,1,2,3,30.5,1098.0,12.5,28.0,36.75,2
3.0,24,1,2,4,27.0,3357.5,10.0,37.5,34.5,2
3.0,24,1,2,5,25.75,2722.5,16.25,34.5,37.88,4
3.0,24,1,2,6,29.5,3175.92,11.83,34.83,31.75,12
3.0,24,1,2,7,29.16,2999.69,13.29,35.28,31.19,32
3.0,24,1,2,8,29.36,3373.92,13.09,36.82,32.33,88
3.0,24,1,2,9,29.75,3333.97,12.6,37.49,31.94,343
3.0,24,1,2,10,27.5,3408.62,13.0,38.0,29.01,8
3.0,24,1,2,99,30.67,3270.33,9.0,35.33,28.03,3
4.0,24,1,2,1,31.5,2196.5,14.5,27.5,28.25,2
4.0,24,1,2,2,26.5,3875.0,11.0,36.5,33.2,2
4.0,24,1,2,3,27.0,1230.0,6.0,27.0,35.9,1
4.0,24,1,2,4,34.0,3019.0,11.0,35.0,41.5,1
4.0,24,1,2,5,22.0,671.0,4.0,24.0,40.2,1
4.0,24,1,2,6,30.5,2669.83,11.33,36.33,36.05,6
4.0,24,1,2,7,29.39,3165.48,12.26,36.0,32.25,23
4.0,24,1,2,8,29.97,3424.07,14.11,36.54,31.87,61
4.0,24,1,2,9,30.55,3331.4,13.08,37.41,32.19,303
4.0,24,1,2,10,31.67,3582.17,16.0,38.33,34.0,6
4.0,24,1,2,99,30.0,3310.0,15.0,34.0,25.5,1
5.0,24,1,2,2,37.0,2640.0,15.0,36.0,22.7,1
5.0,24,1,2,3,35.0,3660.0,10.0,39.0,31.2,1
5.0,24,1,2,5,31.0,2740.0,12.0,36.0,31.2,1
5.0,24,1,2,6,27.0,3955.0,19.5,37.0,30.85,2
5.0,24,1,2,7,28.25,1814.0,11.33,31.5,23.48,4
5.0,24,1,2,8,32.85,3169.59,10.78,36.19,32.47,27
5.0,24,1,2,9,32.02,3327.85,13.31,37.37,30.55,110
5.0,24,1,2,10,34.0,3515.67,13.0,37.67,34.03,3
5.0,24,1,2,99,31.0,3438.0,4.0,37.0,28.3,1
6.0,24,1,2,1,32.0,1786.0,10.0,34.0,24.4,1
6.0,24,1,2,2,29.67,2743.33,20.33,33.67,31.13,3
6.0,24,1,2,4,38.5,3274.0,10.5,35.5,38.2,2
6.0,24,1,2,5,31.0,2749.0,14.0,33.0,27.8,1
6.0,24,1,2,6,30.75,3912.0,11.5,36.75,29.42,4
6.0,24,1,2,7,33.92,2865.0,12.55,34.42,29.07,12
6.0,24,1,2,8,31.71,3133.29,13.11,36.2,28.71,45
6.0,24,1,2,9,32.32,3344.93,13.55,37.99,27.97,230
6.0,24,1,2,10,36.5,2866.0,13.5,38.0,24.15,2
7.0,24,1,2,4,30.67,3146.67,14.33,38.0,25.83,3
7.0,24,1,2,6,31.0,3098.67,12.67,36.0,28.27,3
7.0,24,1,2,7,34.5,3007.5,16.0,37.0,39.9,2
7.0,24,1,2,8,33.24,3395.86,15.25,37.57,27.71,21
7.0,24,1,2,9,33.87,3291.02,13.64,37.79,28.02,131
7.0,24,1,2,10,34.5,3543.0,12.0,38.0,28.2,2
8.0,24,1,2,5,26.0,3680.0,12.0,38.0,29.9,1
8.0,24,1,2,6,33.0,3405.0,5.0,39.0,24.6,1
8.0,24,1,2,8,35.5,2877.83,11.33,35.0,32.08,6
8.0,24,1,2,9,34.42,3282.08,14.5,38.03,25.6,36
1.0,25,1,2,1,38.0,600.0,9.0,23.0,42.0,1
1.0,25,1,2,4,32.0,4234.0,12.0,39.0,29.3,1
1.0,25,1,2,5,34.0,1400.0,15.0,30.0,29.3,1
1.0,25,1,2,7,36.2,3507.4,12.0,37.0,27.94,5
1.0,25,1,2,8,30.15,3427.69,10.69,36.46,29.03,13
1.0,25,1,2,9,32.87,3485.57,12.77,37.7,29.79,93
1.0,25,1,2,10,29.0,3230.0,11.0,37.0,28.3,2
1.0,25,1,2,99,25.0,3232.0,0.0,40.0,25.8,1
2.0,25,1,2,2,24.0,3065.5,8.5,36.0,43.35,2
2.0,25,1,2,4,28.5,2706.5,14.75,36.0,34.17,4
2.0,25,1,2,5,27.0,3218.67,11.67,37.0,27.17,3
2.0,25,1,2,6,30.0,2075.0,7.25,32.5,35.12,4
2.0,25,1,2,7,30.73,3108.33,10.87,35.07,33.49,15
2.0,25,1,2,8,29.69,3316.35,11.85,36.94,32.84,49
2.0,25,1,2,9,29.94,3343.6,12.46,37.47,31.19,195
2.0,25,1,2,10,30.75,3338.0,13.5,38.5,37.8,4
3.0,25,1,2,0,30.0,2340.0,8.5,34.0,27.15,2
3.0,25,1,2,1,29.33,1706.67,10.33,30.33,25.97,3
3.0,25,1,2,2,21.0,3080.0,8.0,37.0,32.3,1
3.0,25,1,2,3,24.5,2806.5,22.0,37.0,32.85,2
3.0,25,1,2,4,30.43,3184.29,8.67,36.0,27.7,7
3.0,25,1,2,5,25.14,2843.29,7.29,35.43,29.21,7
3.0,25,1,2,6,24.75,2993.5,11.5,34.75,33.88,4
3.0,25,1,2,7,27.86,3141.17,12.11,35.26,32.01,35
3.0,25,1,2,8,29.82,3298.24,12.85,36.34,31.93,118
3.0,25,1,2,9,28.87,3395.89,13.41,37.53,31.1,469
3.0,25,1,2,10,25.5,3335.12,8.5,36.88,34.85,8
3.0,25,1,2,99,29.33,3580.33,15.33,36.33,29.07,3
4.0,25,1,2,1,37.0,4212.0,11.0,39.0,31.8,1
4.0,25,1,2,2,29.5,2314.5,12.0,33.5,30.15,2
4.0,25,1,2,4,21.0,4253.0,20.0,38.0,28.3,1
4.0,25,1,2,5,24.0,1968.0,8.33,31.0,24.83,3
4.0,25,1,2,6,28.7,3014.2,9.11,34.6,32.05,10
4.0,25,1,2,7,30.23,2751.85,11.77,34.69,32.5,26
4.0,25,1,2,8,28.93,3254.21,13.07,36.3,32.09,90
4.0,25,1,2,9,30.98,3386.9,13.48,37.74,31.87,368
4.0,25,1,2,10,27.0,3313.5,17.25,37.5,34.5,4
4.0,25,1,2,99,28.0,3135.0,16.0,39.0,23.2,1
5.0,25,1,2,1,35.0,624.0,1.0,24.0,25.8,1
5.0,25,1,2,3,37.0,3720.0,9.0,39.0,22.2,1
5.0,25,1,2,4,29.0,3390.0,18.0,36.0,25.0,1
5.0,25,1,2,5,28.0,1310.0,15.0,31.0,32.9,1
5.0,25,1,2,6,31.2,3115.4,15.2,36.2,30.52,5
5.0,25,1,2,7,30.88,2583.19,11.07,34.5,32.24,16
5.0,25,1,2,8,30.87,3143.26,12.8,36.16,31.39,38
5.0,25,1,2,9,31.99,3291.65,13.71,37.43,32.56,159
5.0,25,1,2,10,29.0,3460.67,8.33,38.0,31.33,3
6.0,25,1,2,1,29.0,3008.0,10.0,39.0,32.8,1
6.0,25,1,2,2,38.0,3780.0,3.0,36.0,45.0,1
6.0,25,1,2,3,29.33,3333.0,13.33,36.67,28.4,3
6.0,25,1,2,5,32.0,2046.75,10.25,32.25,34.27,4
6.0,25,1,2,6,37.6,2199.4,12.25,33.4,39.1,5
6.0,25,1,2,7,32.1,3095.1,13.33,35.85,29.43,20
6.0,25,1,2,8,32.93,3321.23,15.04,37.03,30.71,71
6.0,25,1,2,9,32.55,3385.02,13.31,37.83,29.35,337
6.0,25,1,2,10,32.5,3429.5,12.75,38.75,28.25,4
7.0,25,1,2,6,31.0,3086.0,19.67,34.33,30.23,3
7.0,25,1,2,7,30.67,2722.33,10.33,34.67,25.3,3
7.0,25,1,2,8,33.08,3352.88,13.72,37.12,27.16,26
7.0,25,1,2,9,34.0,3472.7,13.87,37.98,28.49,167
7.0,25,1,2,10,36.0,3300.0,7.0,40.0,25.0,1
7.0,25,1,2,99,28.0,4090.0,3.0,38.0,28.3,1
8.0,25,1,2,6,28.0,2525.0,9.0,36.0,19.4,1
8.0,25,1,2,8,33.7,3108.8,12.7,36.9,28.07,10
8.0,25,1,2,9,34.92,3222.94,13.79,37.67,27.12,49
8.0,25,1,2,10,37.0,3816.5,15.0,38.0,29.65,2
1.0,26,1,2,2,35.0,4445.0,11.0,37.0,37.7,1
1.0,26,1,2,4,42.0,2240.0,2.0,31.0,34.0,1
1.0,26,1,2,7,35.33,4304.67,17.0,37.67,29.17,3
1.0,26,1,2,8,31.46,3519.08,12.23,36.62,29.65,13
1.0,26,1,2,9,33.92,3403.53,13.81,37.57,29.75,87
2.0,26,1,2,2,43.0,2995.0,7.0,37.0,35.5,1
2.0,26,1,2,3,26.0,1500.0,1.0,28.0,20.8,1
2.0,26,1,2,4,27.0,2012.0,8.0,32.0,29.2,1
2.0,26,1,2,5,25.2,2959.0,10.5,35.2,36.38,5
2.0,26,1,2,6,30.75,2342.5,14.0,35.25,32.65,4
2.0,26,1,2,7,23.92,3277.5,10.82,36.75,29.35,12
2.0,26,1,2,8,29.26,3238.09,12.06,36.14,31.92,35
2.0,26,1,2,9,29.06,3298.42,12.25,37.45,30.67,155
2.0,26,1,2,99,36.0,2381.0,4.0,41.0,36.2,1
3.0,26,1,2,2,27.5,3659.5,18.0,35.5,44.8,2
3.0,26,1,2,3,35.0,4430.0,13.0,38.0,25.4,1
3.0,26,1,2,4,33.0,3260.0,20.0,38.0,33.3,1
3.0,26,1,2,5,26.56,2983.89,16.11,36.67,30.63,9
3.0,26,1,2,6,33.12,3268.75,11.75,35.88,31.91,8
3.0,26,1,2,7,28.75,3045.83,13.04,35.54,31.06,24
3.0,26,1,2,8,29.61,3374.45,12.48,36.66,31.49,85
3.0,26,1,2,9,29.69,3401.6,13.26,37.6,31.68,351
3.0,26,1,2,10,30.12,3778.25,15.14,38.88,31.33,8
4.0,26,1,2,4,26.0,2250.0,15.0,35.0,25.6,1
4.0,26,1,2,5,26.2,3229.8,13.2,35.4,34.08,5
4.0,26,1,2,6,30.33,2742.83,11.67,34.17,32.7,6
4.0,26,1,2,7,29.5,2423.68,11.52,33.41,30.98,22
4.0,26,1,2,8,29.4,3342.42,12.88,36.55,31.89,67
4.0,26,1,2,9,30.31,3342.55,13.75,37.46,32.17,292
4.0,26,1,2,10,30.4,3311.4,11.2,38.4,35.78,5
5.0,26,1,2,5,35.5,3005.0,9.0,37.0,25.75,2
5.0,26,1,2,6,28.75,3145.5,14.75,35.75,26.5,4
5.0,26,1,2,7,31.55,2938.09,15.18,35.0,33.81,11
5.0,26,1,2,8,31.88,3589.92,15.24,37.2,32.34,25
5.0,26,1,2,9,32.53,3392.65,13.06,37.63,30.28,116
5.0,26,1,2,10,32.33,3449.33,12.0,38.67,29.47,3
6.0,26,1,2,3,40.0,3460.0,15.0,37.0,29.5,1
6.0,26,1,2,4,28.0,3244.0,11.0,37.0,24.3,1
6.0,26,1,2,5,37.0,3250.0,10.0,35.0,28.3,1
6.0,26,1,2,6,31.67,3336.67,11.33,38.67,25.17,3
6.0,26,1,2,7,31.44,2774.22,14.67,34.33,29.54,9
6.0,26,1,2,8,32.31,3013.41,12.71,36.18,28.15,49
6.0,26,1,2,9,32.2,3375.11,13.35,37.92,28.25,272
6.0,26,1,2,10,33.0,3250.0,30.0,39.0,38.6,1
6.0,26,1,2,99,32.0,1080.0,0.0,27.0,24.2,1
7.0,26,1,2,2,30.0,4170.0,8.0,36.0,35.2,1
7.0,26,1,2,4,38.0,1763.5,7.0,30.5,28.1,2
7.0,26,1,2,6,35.0,2520.0,20.0,41.0,23.4,1
7.0,26,1,2,7,34.67,2803.17,12.5,34.33,35.12,6
7.0,26,1,2,8,32.61,2903.26,11.26,36.3,26.83,23
7.0,26,1,2,9,33.53,3288.13,12.63,37.73,28.7,119
7.0,26,1,2,10,36.0,3449.0,19.33,39.33,32.8,3
8.0,26,1,2,8,34.75,3439.25,15.0,38.12,27.53,8
8.0,26,1,2,9,35.8,3198.27,13.53,37.7,26.83,30
1.0,27,1,2,1,23.0,2920.0,6.0,34.0,22.1,1
1.0,27,1,2,7,35.6,3548.2,8.2,35.6,29.48,5
1.0,27,1,2,8,34.64,3323.09,14.55,37.18,31.22,11
1.0,27,1,2,9,32.54,3518.59,12.59,38.22,30.53,41
1.0,27,1,2,10,33.0,3712.5,11.5,37.0,36.8,2
2.0,27,1,2,3,23.75,2135.25,11.25,30.5,33.15,4
2.0,27,1,2,4,33.0,3588.0,16.67,37.0,31.8,3
2.0,27,1,2,5,26.67,2404.0,6.67,34.0,28.5,3
2.0,27,1,2,6,30.5,3571.0,9.0,37.5,49.15,2
2.0,27,1,2,7,24.8,3042.0,10.6,34.4,30.24,5
2.0,27,1,2,8,28.0,3207.08,11.21,36.36,30.62,39
2.0,27,1,2,9,28.9,3353.19,12.55,37.56,30.22,131
3.0,27,1,2,1,29.67,2582.33,10.0,30.0,27.07,3
3.0,27,1,2,2,20.0,3376.0,3.0,36.0,32.5,1
3.0,27,1,2,3,37.5,2003.5,6.5,32.0,22.6,2
3.0,27,1,2,5,27.5,2570.0,12.0,32.0,37.95,2
3.0,27,1,2,6,27.5,2534.38,10.25,34.88,34.5,8
3.0,27,1,2,7,27.29,2942.21,13.23,35.29,28.85,14
3.0,27,1,2,8,28.61,3339.76,13.35,36.64,32.56,87
3.0,27,1,2,9,28.59,3352.31,13.2,37.51,31.48,339
3.0,27,1,2,10,26.17,3469.83,13.67,38.83,28.75,6
4.0,27,1,2,1,28.0,1772.8,10.8,26.6,32.2,5
4.0,27,1,2,2,34.5,3070.5,18.0,36.5,43.8,2
4.0,27,1,2,3,28.0,870.0,11.0,27.0,29.5,1
4.0,27,1,2,5,29.12,3187.5,12.75,35.0,29.77,8
4.0,27,1,2,6,28.89,2999.0,16.0,35.22,30.7,9
4.0,27,1,2,7,29.0,3258.2,11.53,36.47,29.99,15
4.0,27,1,2,8,29.33,3247.12,13.54,36.73,31.69,60
4.0,27,1,2,9,29.98,3384.16,13.41,37.46,32.04,278
4.0,27,1,2,10,31.38,3101.38,9.75,37.25,30.46,8
4.0,27,1,2,99,26.5,4869.0,12.5,36.0,32.25,2
5.0,27,1,2,2,33.0,3742.0,18.0,37.0,48.3,1
5.0,27,1,2,3,31.0,3019.5,17.5,35.5,26.2,2
5.0,27,1,2,4,30.0,5080.0,10.0,38.0,43.0,1
5.0,27,1,2,5,24.0,2268.0,15.0,35.0,28.3,1
5.0,27,1,2,6,28.0,3742.0,12.0,35.0,51.2,1
5.0,27,1,2,7,33.0,3514.83,13.67,36.5,32.35,6
5.0,27,1,2,8,32.03,3608.87,15.69,37.43,30.91,30
5.0,27,1,2,9,32.05,3380.51,14.72,37.77,31.04,123
5.0,27,1,2,10,32.5,3170.0,11.5,37.5,31.85,2
6.0,27,1,2,0,34.0,3629.0,15.0,35.0,40.3,1
6.0,27,1,2,4,28.0,2600.0,11.0,38.0,21.4,1
6.0,27,1,2,5,34.0,2830.0,18.0,39.0,38.3,1
6.0,27,1,2,6,35.0,910.0,10.0,28.0,28.4,1
6.0,27,1,2,7,33.09,3078.45,10.8,36.55,26.37,11
6.0,27,1,2,8,32.33,3312.7,13.85,36.98,29.2,40
6.0,27,1,2,9,32.22,3442.09,13.64,37.95,27.68,232
6.0,27,1,2,10,32.17,3825.17,13.83,38.5,24.3,6
