Mother_Education_Code,Mother_Weight_Gain_Code,Pre-pregnancy_Diabetes_Code,Pre-pregnancy_Hypertension_Code,Five_min_APGAR_score_code,Average_Age_Mother_years,Average_Birth_Weight_grams,Average_LMP_Gestational_Age_weeks,Average_Prenatal_Visits,Average_OE_Gestational_Age_weeks,Average_Pre-pregnancy_BMI,Births
5,16,2,2,10,29.67,3313.87,39.31,12.13,38.92,29,132
5,16,2,2,99,28.12,2424.5,36.94,10.65,36.19,30.05,17
6,16,2,2,0,31.75,3775,38,9.33,38.25,26.92,4
6,16,2,2,1,33.57,1187.09,27.61,6.1,27.48,30.5,23
6,16,2,2,2,31.57,1396.92,28.36,7.07,28.21,24.96,14
6,16,2,2,3,31.33,2028.27,32.6,9.79,31.93,29.55,15
6,16,2,2,4,32.05,2454.79,34.63,10.61,34.37,26.65,19
6,16,2,2,5,32.44,2422.33,34.77,12.18,34.59,29.9,39
6,16,2,2,6,31.62,2614.56,35.46,10.81,34.97,29.33,65
6,16,2,2,7,31.62,2686.04,36.22,10.9,36.06,29.27,159
6,16,2,2,8,31.37,3063.32,37.79,11.31,37.59,28.75,985
6,16,2,2,9,31.73,3239.01,38.7,11.77,38.54,28.12,8105
6,16,2,2,10,31.34,3347.38,39.03,12.2,38.91,27.39,175
6,16,2,2,99,31.64,2870.86,37.68,10.55,37.14,27.35,22
7,16,2,2,1,32.08,2143.67,32.33,12.17,32.42,28.77,12
7,16,2,2,2,35.12,2133.25,31.75,8.62,31.25,31.79,8
7,16,2,2,3,33.67,2805.67,36.67,9.5,36.67,28.1,3
7,16,2,2,4,31.75,2914.75,35.88,9.62,36,29.04,8
7,16,2,2,5,35.07,2478.47,36.33,11.47,35.87,31.24,15
7,16,2,2,6,32.32,2525.71,35.32,10.2,35.32,28.2,31
7,16,2,2,7,32.77,2582.12,35.51,10.81,35.36,28.5,75
7,16,2,2,8,33.22,3118.78,37.96,11.67,37.73,28.53,385
7,16,2,2,9,33.14,3228.56,38.66,11.94,38.57,27.37,3506
7,16,2,2,10,33.1,3307.56,38.9,12.15,38.77,27.12,87
7,16,2,2,99,32.6,2870.5,37.2,10,37,23.56,10
8,16,2,2,0,34,310,21,3,21,24.8,1
8,16,2,2,1,30.5,1621.5,29,7,29,26.05,2
8,16,2,2,4,38.2,2664.6,33.8,11.2,34.8,24.5,5
8,16,2,2,5,33.33,2271.17,35.33,9.5,35.33,25.15,6
8,16,2,2,6,34.4,2758.9,36.3,10.2,36.8,26.77,10
8,16,2,2,7,33.31,2558.92,35.69,11.35,35.58,27.01,26
8,16,2,2,8,34.1,3026.79,37.23,11.92,37.21,26.97,87
8,16,2,2,9,34.23,3172.51,38.59,11.98,38.52,25.68,998
8,16,2,2,10,32.96,3356.38,39.31,10.15,39.12,27.28,26
8,16,2,2,99,34.75,3040,39.25,5.25,39.25,22.4,4
,16,2,2,0,30,405,26,0,22,29.3,1
,16,2,2,1,28.17,438.33,21.83,3,21.83,28.22,6
,16,2,2,2,27.67,431,24.67,7.67,21,30.73,3
,16,2,2,3,32,431,21,5,21,33.3,1
,16,2,2,4,31.25,2507,35.75,13.25,33.75,25.45,4
,16,2,2,5,33.33,1188.67,31.67,8,30.67,26.67,3
,16,2,2,6,28.83,2503.5,35.17,6.8,34.5,27.12,6
,16,2,2,7,27.92,2318.69,35.77,9.15,34.62,28.44,13
,16,2,2,8,30.12,2651.05,36.14,9.83,35.95,26.19,59
,16,2,2,9,30.4,3229.83,38.77,10.9,38.58,28.12,664
,16,2,2,10,31.82,3452.18,38.09,11.45,38.45,30.6,11
,16,2,2,99,27.5,2159.5,31,9,31,28.55,2
1,17,2,2,0,45,1820,39,8,37,28.9,1
1,17,2,2,1,32.33,3440,38.67,11.5,38.67,28.53,3
1,17,2,2,2,21,2486,34.67,7.33,38,22.43,3
1,17,2,2,3,21,1970,39,6,34,25.1,1
1,17,2,2,4,30,2402.5,34.5,5.5,34.5,26.3,2
1,17,2,2,5,30.12,3135.5,38.5,8.88,37.5,26.29,8
1,17,2,2,6,27.75,2735.12,37.12,7.12,37.62,26.04,8
1,17,2,2,7,32.03,3111.7,38.29,10.83,37.94,28.89,31
1,17,2,2,8,30.69,3201.1,37.98,9.47,38,27.49,226
1,17,2,2,9,30.23,3240.75,38.64,10.05,38.62,27.5,2468
1,17,2,2,10,29.69,3386.69,39.31,7.91,39.35,25.9,93
1,17,2,2,99,26.36,3309.29,39.07,4.38,39.21,25.86,14
2,17,2,2,0,22,1945,30.75,8.33,31.75,31.5,4
2,17,2,2,1,24.53,1540.2,29.67,5.36,29.8,25.63,15
2,17,2,2,2,23,1955.38,30.7,6.89,30.5,24.07,10
2,17,2,2,3,22,2546.75,35.08,9.67,35.17,30.26,12
2,17,2,2,4,24.19,1797.88,32.4,6.88,31.8,27.22,16
2,17,2,2,5,24.36,2296.36,33.8,8.48,33.4,28.28,25
2,17,2,2,6,23.24,2220.78,33.24,8.02,33.24,28.75,49
2,17,2,2,7,25.44,2612.66,35.43,8.91,35.42,27.25,122
2,17,2,2,8,25.51,2963.26,37.67,9.63,37.55,27.97,619
2,17,2,2,9,25.89,3145.34,38.54,10.06,38.45,27.8,5440
2,17,2,2,10,25.34,3165.58,38.84,9.74,38.71,27.91,154
2,17,2,2,99,24.24,2628.8,36.8,4.63,36.55,25.75,21
3,17,2,2,0,28.31,1668.25,30.31,7.64,30.23,26.58,13
3,17,2,2,1,27.65,1148.7,27.81,6.03,27.43,28.44,37
3,17,2,2,2,27.38,2203.86,33.29,8.05,32.86,29.12,21
3,17,2,2,3,25.63,1835.31,32.66,8.94,31.54,30.04,35
3,17,2,2,4,26.51,2233.38,34.02,8.37,33.68,28.35,47
3,17,2,2,5,26.4,2451.31,34.62,9.28,34.76,30.33,68
3,17,2,2,6,26.66,2527.18,35.23,9.1,35.13,30.19,139
3,17,2,2,7,26.57,2654.97,36.01,9.8,35.75,29,334
3,17,2,2,8,26.55,3032.75,37.91,10.68,37.64,29.25,1730
3,17,2,2,9,26.88,3183.47,38.6,10.8,38.47,28.81,13932
3,17,2,2,10,26.56,3250.66,38.93,10.97,38.77,28.4,351
3,17,2,2,99,26.77,2654.61,36.13,7.59,36.01,25.93,71
4,17,2,2,0,29.62,1822.75,30.88,7.88,31,34.08,8
4,17,2,2,1,26.21,1651.42,28.36,6.82,28.14,29.69,28
4,17,2,2,2,27.37,2059.52,32.52,7.62,32.19,28.72,27
4,17,2,2,3,28.68,2226.64,33.23,9.29,32.95,29.03,22
4,17,2,2,4,28.89,2620.81,35.11,10.22,35.33,30.97,27
4,17,2,2,5,27.02,2477.63,35.9,9.98,35.29,30.03,51
4,17,2,2,6,28.4,2418.39,34.72,9.48,34.43,30.71,108
4,17,2,2,7,28.76,2743.68,36.19,10.29,35.95,30.57,254
4,17,2,2,8,28.32,3024.95,37.73,11.04,37.49,30.03,1229
4,17,2,2,9,28.21,3226.13,38.65,11.31,38.49,29.5,10068
4,17,2,2,10,28.07,3313.68,39,11.2,38.82,28.38,282
4,17,2,2,99,28.69,2840.97,36.94,9.26,36.44,28.99,36
5,17,2,2,1,31.61,1526.18,28.67,8.62,28.61,25.81,18
5,17,2,2,2,34.2,2122.8,31,7.5,31.4,25.5,5
5,17,2,2,3,28.67,2397.67,36.42,11.18,35.5,28.57,12
5,17,2,2,4,28.86,2237.5,32.29,12.29,32.43,32.29,7
5,17,2,2,5,27.72,2383.06,33.83,10,33.5,31.71,18
5,17,2,2,6,30.79,2927.65,36.88,10.68,36.88,32.43,34
5,17,2,2,7,30.56,2696.48,36.48,11.02,36.07,30.33,88
5,17,2,2,8,29.92,3050.35,37.45,11.33,37.34,29.8,482
5,17,2,2,9,30.08,3241.81,38.67,11.63,38.47,29.39,4122
5,17,2,2,10,28.98,3281.89,38.94,11.43,38.7,28,121
5,17,2,2,99,31.68,2906.44,36.8,11.24,36.92,26,25
6,17,2,2,0,33,3827,36,10,39,29.8,1
6,17,2,2,1,33.05,1013.35,24.57,6.45,24.38,27.51,21
6,17,2,2,2,34.14,2561.14,34.71,9,34.71,25.86,7
6,17,2,2,3,30.62,1999.54,31.62,9,31.85,26.18,13
6,17,2,2,4,32.9,2292.29,33.86,11,33.19,29.96,21
6,17,2,2,5,30.77,3114.97,38.23,11.29,37.58,29.52,31
6,17,2,2,6,31.2,2671.57,35.76,10.71,35.58,27.41,91
6,17,2,2,7,32.02,2797,36.47,10.73,36.28,28.18,202
6,17,2,2,8,31.6,3076.88,37.89,11.48,37.72,28.1,1049
6,17,2,2,9,31.78,3236.94,38.72,11.8,38.58,27.45,9003
6,17,2,2,10,31.75,3349.05,39.26,11.9,39,26.73,255
6,17,2,2,99,33.46,2586.82,35.82,9.33,35.57,25.94,28
7,17,2,2,0,35.5,537.5,21.5,4.5,21.5,28.3,2
7,17,2,2,1,32.31,1867,29.85,7.54,29.69,25.92,13
7,17,2,2,2,31.86,2059,32.43,9.17,32.14,25.5,7
7,17,2,2,3,32.5,1404.5,29.5,6.67,29.33,29.57,6
7,17,2,2,4,33,2287.18,36.36,11.5,35.55,27.4,11
7,17,2,2,5,36.09,2337.18,34.91,10.65,34.32,27.07,22
7,17,2,2,6,33.45,2458.43,35.24,10.9,34.57,28.02,42
7,17,2,2,7,33.62,2695.48,36.2,11.17,35.95,28.08,104
7,17,2,2,8,33.39,2984.96,37.46,11.59,37.32,27.63,475
7,17,2,2,9,33.32,3209.25,38.65,11.84,38.49,26.95,3976
7,17,2,2,10,33.51,3383.63,39.17,11.93,39.07,27.34,95
7,17,2,2,99,33.83,2983,37,12,37.17,26.93,6
8,17,2,2,1,33.33,1746,26.67,4.67,27.33,23.07,3
8,17,2,2,3,37,1928,32,8.5,32,25.1,4
8,17,2,2,4,31.67,2890,38,14.67,38.67,29.27,3
8,17,2,2,5,36.67,3065,35.67,11.33,35.67,28.1,3
8,17,2,2,6,32,2370.8,35.3,11.2,34.7,24.76,10
8,17,2,2,7,34.3,2701.35,36.24,11.42,36.08,26.72,37
8,17,2,2,8,34.58,2982.53,37.13,11.13,37.27,25.79,106
8,17,2,2,9,34.4,3173.91,38.58,11.81,38.41,25.7,1073
8,17,2,2,10,34.72,3394.88,38.8,10.17,39.24,23.67,25
8,17,2,2,99,38.33,3175.33,38.67,10,38,30.33,3
,17,2,2,1,33.33,1130,27.33,6,27.33,34.83,3
,17,2,2,2,32.67,1416.67,31.33,6,31.33,22.63,3
,17,2,2,3,41,3030,36,9,38,32.8,1
,17,2,2,4,27,1420,29.33,8.5,29.67,23.9,3
,17,2,2,5,32.33,2378.33,33.33,10.33,33.67,28.57,3
,17,2,2,6,26,1966.12,33.38,7,33.12,22.91,8
,17,2,2,7,33.06,2879.35,36,11.28,36,27.87,18
,17,2,2,8,30.57,2942.78,37.33,11.24,37.05,27.43,87
,17,2,2,9,31.04,3210.95,38.64,10.93,38.58,27.49,661
,17,2,2,10,28.36,3107.91,39,9.45,39.09,24.28,11
,17,2,2,99,27,1996.5,32,9.25,32.25,25.57,4
1,18,2,2,0,33,3935,40,6,41,35.7,1
1,18,2,2,1,28.33,1587,30,7.22,30.56,28.46,9
1,18,2,2,2,32.4,2541.6,35,8.75,34.8,32,5
1,18,2,2,3,31.5,2136,33,7,33.5,28.08,4
1,18,2,2,4,29.67,2212.67,34,7,34.67,28.87,3
1,18,2,2,5,28.29,3135.14,36.14,7,35.86,25.16,7
1,18,2,2,6,27.58,2733.42,36.68,7.42,37.05,25.53,19
1,18,2,2,7,29.67,3098,38.06,9.14,38.24,26.52,49
1,18,2,2,8,31,3194.61,37.8,9.54,37.94,27.53,257
1,18,2,2,9,30.25,3259.86,38.6,9.94,38.63,27.26,2575
1,18,2,2,10,30.27,3451.79,39.03,8.5,39.05,27.47,117
1,18,2,2,99,31.42,2993.84,37.81,7,37.96,25.62,26
2,18,2,2,0,21,1000,29,5,29,34.7,1
2,18,2,2,1,25.46,1000.83,27.69,4.5,25.08,30.76,13
2,18,2,2,2,23.62,2342.13,32.75,7.75,32.38,28.09,16
2,18,2,2,3,25.24,2228.67,34.1,9.63,33.24,29.56,21
2,18,2,2,4,23.23,2303.62,34.23,7.5,34.46,28.17,13
2,18,2,2,5,24.85,2150.54,34.12,6.58,33.69,26.96,26
2,18,2,2,6,25.68,2521.1,35.17,8.21,35.22,28.97,69
2,18,2,2,7,24.75,2583.42,35.63,8.46,35.35,26.88,139
2,18,2,2,8,25.7,2971.6,37.45,9.57,37.36,28.03,657
2,18,2,2,9,25.87,3153.27,38.51,9.98,38.41,27.63,6029
2,18,2,2,10,26,3227.55,38.84,9.72,38.64,27.22,148
2,18,2,2,99,25.95,3125,38.95,8.5,38.76,26.19,21
3,18,2,2,0,28.33,769,27.33,4.4,27.33,28.33,6
3,18,2,2,1,26.39,1385.17,27.89,5.29,27.42,29.13,36
3,18,2,2,2,26.38,1387.84,27.19,8.52,27.42,28.07,26
3,18,2,2,3,26.77,1781.5,31.53,7.23,30.87,28.98,30
3,18,2,2,4,25.11,2628.25,35.43,10.93,35.82,28.19,44
3,18,2,2,5,26.07,2609.97,36.07,9.69,35.62,29.06,60
3,18,2,2,6,26.39,2524.18,35.21,9.69,34.99,28.9,159
3,18,2,2,7,26.72,2769.5,36.46,9.74,36.24,29.48,353
3,18,2,2,8,26.6,2992.35,37.67,10.37,37.47,29.44,1831
3,18,2,2,9,26.85,3187.54,38.59,10.89,38.46,28.55,15271
3,18,2,2,10,26.67,3249.4,38.83,10.76,38.57,28.42,381
3,18,2,2,99,27.17,2627.02,36.49,6.59,36.51,26.39,54
4,18,2,2,0,28,2468.5,34,6.5,34.17,35.85,6
4,18,2,2,1,28.1,1280.44,27.45,7.2,26.94,30.53,31
4,18,2,2,2,29.18,1809.9,30.55,7.23,30.55,27.79,22
4,18,2,2,3,27.92,2263.03,33.86,10.31,32.81,30.76,37
4,18,2,2,4,27.43,2564.27,35.53,10.28,35.07,30.46,30
4,18,2,2,5,27.69,2333.56,34.32,9.3,33.66,28.98,59
4,18,2,2,6,29.1,2517.69,35.32,10.09,35.01,29.83,112
4,18,2,2,7,28.16,2672.45,35.88,10.42,35.73,29.5,258
4,18,2,2,8,28.1,3015.06,37.71,11.05,37.47,29.46,1409
4,18,2,2,9,28.31,3219.54,38.64,11.3,38.47,29.09,11058
4,18,2,2,10,28.02,3322.87,39.04,11.24,38.77,28.53,283
4,18,2,2,99,29.32,3026.02,37.87,9.91,37.69,29.56,47
5,18,2,2,0,30.33,2048.33,32.67,9.67,32.67,25.33,3
5,18,2,2,1,32.08,1247.69,26.92,8.27,26.77,34.26,13
5,18,2,2,2,31,2185.12,33.56,8,33.78,28.87,9
5,18,2,2,3,29.14,1875.36,33.21,8.75,32.07,26.29,14
5,18,2,2,4,31.19,2492.06,34.81,9.75,34.88,31.68,16
5,18,2,2,5,29.56,2810.68,35.94,10.3,35.5,30.98,34
5,18,2,2,6,29.7,2575.46,34.85,10.92,34.8,28.83,54
5,18,2,2,7,30.67,2794.42,35.86,10.85,35.8,31.06,129
5,18,2,2,8,30.38,3051.39,37.7,11.57,37.5,29.53,540
5,18,2,2,9,30.16,3250.77,38.75,11.7,38.55,29.14,4498
5,18,2,2,10,29.33,3374.54,39.05,11.12,38.8,29.58,147
5,18,2,2,99,30.06,3089.5,37.44,11.4,37.38,29.65,16
6,18,2,2,0,31.43,1841,32.86,8,31.86,26.17,7
6,18,2,2,1,32.91,1557.7,28.18,8.18,28.05,26.55,22
6,18,2,2,2,33.65,2166.65,31.6,9.68,31.45,27.79,20
6,18,2,2,3,32.08,2475.36,33.92,12.2,33.67,30.24,12
6,18,2,2,4,32.57,2783.52,36.13,10.22,36.13,29,23
6,18,2,2,5,32.51,2744.18,36.59,10.9,36.41,28.01,49
6,18,2,2,6,31.77,2515.39,35.29,10.6,35.11,27.77,93
6,18,2,2,7,31.8,2773.22,36.54,11.55,36.31,27.97,225
6,18,2,2,8,31.57,3091.61,37.9,11.34,37.78,27.69,1198
6,18,2,2,9,31.63,3248.18,38.75,11.82,38.59,27.3,10361
6,18,2,2,10,31.84,3363.45,39.17,11.67,38.98,25.98,275
6,18,2,2,99,33.18,3019.64,37.51,9.67,37.51,25.36,38
7,18,2,2,0,30,2268,34,14,33,36.5,1
7,18,2,2,1,34.11,1644.44,31.33,9.78,30.78,27.37,9
7,18,2,2,2,32.25,2286.25,33.75,10,33.75,29.75,4
7,18,2,2,3,32,2205.6,34.4,9,33.8,26.72,5
7,18,2,2,4,33.38,2851.12,37.5,10.5,36,28.12,8
7,18,2,2,5,32.05,2723.79,36.37,12.74,36.63,27.85,19
7,18,2,2,6,32.89,2505,35.72,10.64,35.31,26.87,36
7,18,2,2,7,33.36,2792.43,36.56,11.28,36.43,27.87,94
7,18,2,2,8,33.04,2980.35,37.49,11.77,37.33,27.52,509
7,18,2,2,9,33.32,3239.81,38.73,11.95,38.6,26.43,4732
7,18,2,2,10,32.92,3326.17,39.04,11.04,38.96,26.48,109
7,18,2,2,99,32.52,3123.8,38.29,11.25,38.24,25.42,21
8,18,2,2,1,36.75,1312,28.5,9.75,28.5,23.8,4
8,18,2,2,3,33.5,627.5,23.5,10.5,23.5,21.3,2
8,18,2,2,4,34.67,2220,35.33,8.67,34,30.8,3
8,18,2,2,5,34,2742.5,35.75,8,35.75,21.85,4
8,18,2,2,6,36.8,2865,36.4,13.4,36.4,27.18,5
8,18,2,2,7,34.95,2392.62,34.52,12.52,34.33,24.68,21
8,18,2,2,8,34.64,3059.67,37.85,11.58,37.81,26.53,135
8,18,2,2,9,34.14,3203.29,38.69,11.79,38.59,25.3,1346
8,18,2,2,10,33.48,3211.97,39.06,12.16,38.71,24.9,31
8,18,2,2,99,35.5,3050.38,37.88,13.57,38,23.27,8
,18,2,2,1,28.25,426.33,20.5,4.5,20.5,26.73,4
,18,2,2,2,31,1788.33,31.67,5.5,31.33,32.03,3
,18,2,2,3,38,0,19,0,19,32.9,1
,18,2,2,4,27,2051,34.5,10,34.5,24.75,2
,18,2,2,5,27.5,2321,35,7.75,35,28.08,4
,18,2,2,6,30.82,2195.18,33.73,10,33.55,31.52,11
,18,2,2,7,28.92,3186.33,38.25,9.92,38.25,25.35,12
,18,2,2,8,31.42,2845.78,36.75,10.15,36.55,27.27,60
,18,2,2,9,30.94,3202.62,38.55,11.15,38.49,26.85,741
,18,2,2,10,28.78,3106.56,39,8.89,39.11,27.88,9
,18,2,2,99,30,2003.5,31.5,0,30.5,20.6,2
1,19,2,2,1,34,3435.25,39.75,7.25,39,27.75,4
1,19,2,2,2,24,2782.25,36.25,7.5,37,22.5,4
1,19,2,2,3,30,3387.33,38,8,39.33,27.8,3
1,19,2,2,4,33.17,2337.67,34.17,6.67,34.17,28.1,6
1,19,2,2,5,30.56,3281.11,38.22,10,37.78,26.86,9
1,19,2,2,6,32.54,2638.23,35.46,7.54,34.85,26.5,13
1,19,2,2,7,29.85,2720.77,37.31,8.32,36.42,26.64,48
1,19,2,2,8,30.5,3177.36,37.82,9.92,38,26.77,222
1,19,2,2,9,30.01,3271.93,38.68,10.2,38.68,27.26,2281
1,19,2,2,10,28.78,3441.98,39.36,8.13,39.39,25.61,132
1,19,2,2,99,25.71,3139.71,38.06,6.35,38.29,24.42,17
2,19,2,2,0,31.33,2910.67,37.33,10.67,38,32.03,3
2,19,2,2,1,26.08,1186.36,28.25,3.5,27.83,25.93,12
2,19,2,2,2,23.56,2095.89,32.78,10.44,32.78,29.42,9
2,19,2,2,3,25.82,2511.18,34.64,6.78,34.45,30.6,11
2,19,2,2,4,25.65,2268.35,34.59,7.06,33.88,30.14,17
2,19,2,2,5,27,2437.33,35.17,9.7,35.03,27.23,30
2,19,2,2,6,24.96,2518.74,35.39,9.94,35.35,26.33,54
2,19,2,2,7,25.98,2552.22,35.6,8.63,35.5,26.9,122
2,19,2,2,8,25.27,3005.54,37.87,9.64,37.62,27.61,627
2,19,2,2,9,25.79,3161.55,38.54,10.06,38.45,27.35,5612
2,19,2,2,10,25.54,3188.26,38.92,9.96,38.62,26.68,155
2,19,2,2,99,23.88,2726.24,37.04,8.92,36.64,25.5,25
3,19,2,2,0,23.14,2216.86,33,8.29,34.86,30.66,7
3,19,2,2,1,25.85,1294.04,27.96,6.7,27.78,28.64,27
3,19,2,2,2,24.81,1844.68,31.46,8.36,31.19,26.75,26
3,19,2,2,3,26.21,2305.25,34.04,9.58,33.29,31.16,24
3,19,2,2,4,27.66,2455.26,35.66,9.17,35.66,27.03,35
3,19,2,2,5,26.24,2516.07,34.82,9.01,34.8,28.55,71
3,19,2,2,6,26.6,2626.58,35.82,10.38,35.65,29.09,137
3,19,2,2,7,26.59,2634.72,35.92,9.68,35.64,29.7,348
3,19,2,2,8,26.5,3016.95,37.83,10.65,37.57,28.75,1747
3,19,2,2,9,26.89,3189.24,38.65,10.88,38.5,28.37,14211
3,19,2,2,10,26.66,3193.34,38.75,11.01,38.61,27.9,389
3,19,2,2,99,25.69,2786,36.47,8.26,36.24,27.69,52
4,19,2,2,0,31.5,2533.5,33.5,10.25,33.5,31.38,4
4,19,2,2,1,29.38,1719.45,30.1,9.15,29.71,30.85,21
4,19,2,2,2,28.25,2420.48,34.38,8.58,33.96,28,24
4,19,2,2,3,27.47,2320.53,34.42,11.06,34.32,28.61,19
4,19,2,2,4,29.91,2338.54,33.77,10.03,34.06,31.14,35
4,19,2,2,5,28.23,2544.47,34.73,9.95,35.1,30.16,40
4,19,2,2,6,28.43,2622.07,35.23,10.1,35.37,29.65,108
4,19,2,2,7,28.47,2803.13,36.71,10.71,36.49,29.25,299
4,19,2,2,8,28.04,3127.84,38.09,11.4,37.82,29.71,1306
4,19,2,2,9,28.22,3212.15,38.67,11.31,38.49,28.69,10502
4,19,2,2,10,28.25,3294.28,38.83,11.06,38.67,28.05,259
4,19,2,2,99,29.49,2913.43,37.2,9.64,36.51,27.4,45
5,19,2,2,0,32,1644,31,4,31,19.7,1
5,19,2,2,1,30.57,1413.67,26.86,6.29,26.29,29.1,7
5,19,2,2,2,24.75,1840.75,33.25,11.25,32.75,28.12,4
5,19,2,2,3,30,2696.67,37.17,9.67,36.5,26.5,6
5,19,2,2,4,30.44,2400.88,34.25,9.62,34,30.76,16
5,19,2,2,5,29.85,2750.12,35.85,12.04,35.62,29.99,26
5,19,2,2,6,29.55,2773.09,35.43,11.05,35.36,32.97,44
5,19,2,2,7,29.91,2930.68,36.97,11.5,36.58,29.17,124
5,19,2,2,8,29.77,3095.42,37.79,11.4,37.56,29.69,558
5,19,2,2,9,30.02,3249.43,38.65,11.85,38.5,28.87,4339
5,19,2,2,10,29.17,3314.54,38.94,11.41,38.83,28.68,145
5,19,2,2,99,32.3,3129,38.2,9.3,38.2,24.75,10
6,19,2,2,0,30.57,3060.86,36.43,10.14,36.43,27.58,7
6,19,2,2,1,31.09,1844.15,29.14,9.29,28.82,26.77,22
6,19,2,2,2,31.84,2094,31.95,10.05,31.79,28.78,19
6,19,2,2,3,32.94,2461.44,35.56,10.72,35.17,26.78,18
6,19,2,2,4,32.86,2579,35.04,10.07,34.61,27.93,28
6,19,2,2,5,31.57,2615.84,35.63,10.4,35.45,29.82,51
6,19,2,2,6,32.56,2838.25,36.92,10.97,36.52,28.41,64
6,19,2,2,7,31.58,2764.01,36.62,10.8,36.12,27.21,206
6,19,2,2,8,31.54,3113.94,38.09,11.34,37.76,27.44,1142
6,19,2,2,9,31.69,3256.49,38.76,11.83,38.62,26.89,10111
6,19,2,2,10,31.56,3364.74,39.34,11.7,39.02,26.15,262
6,19,2,2,99,31.94,2744.57,37.06,11.29,36.69,24.83,35
7,19,2,2,0,27.5,3365,37,5.5,37,29.1,2
7,19,2,2,1,32.57,2683.14,35.71,9.14,34.86,27.4,7
7,19,2,2,2,33.6,2272.8,33.8,11.1,34,28.75,10
7,19,2,2,3,33.83,2988.67,38.17,12.83,38.17,23.4,6
7,19,2,2,4,32.25,2345.5,36.25,9.67,35.17,23.06,12
7,19,2,2,5,32.54,2062.38,32.33,12.92,32.25,29.67,24
7,19,2,2,6,33.89,2601.23,35.34,11,35.06,25.99,35
7,19,2,2,7,32.86,2789.68,36.43,11.04,36.22,27.93,87
7,19,2,2,8,32.88,3021.67,37.71,11.78,37.54,26.74,468
7,19,2,2,9,33.2,3237.96,38.74,11.93,38.61,26.29,4546
7,19,2,2,10,33.1,3320.24,38.96,11.81,38.82,25.47,101
7,19,2,2,99,32.64,3147.29,38.64,10.54,38.64,25.25,14
8,19,2,2,2,33.33,2249.67,32.67,7.67,32.67,24.33,3
8,19,2,2,3,35.25,2615.75,35.75,9.5,35.75,27.18,4
8,19,2,2,4,35,565,23,4,23,24,1
8,19,2,2,5,36,1577.5,29,6,29,21.3,2
8,19,2,2,6,35.25,2214.12,34.06,9.4,33.94,26.91,16
8,19,2,2,7,34.6,2689.92,36.76,12.56,36.44,27.98,25
8,19,2,2,8,33.69,2869.99,37.12,11.72,37.04,26.19,117
8,19,2,2,9,34.25,3193.4,38.74,11.89,38.61,24.74,1335
8,19,2,2,10,33.36,3065.92,38.32,12.08,38.04,24.71,25
8,19,2,2,99,33.5,3364.75,37.75,9.25,37.75,24.35,4
,19,2,2,1,24.5,3370,29,8,29,34.7,2
,19,2,2,2,27,2760,39,12,39,22.7,1
,19,2,2,3,36.5,918,25,3.5,26.5,23.8,2
,19,2,2,5,34,285,23,4,20,30.7,1
,19,2,2,6,26.33,1878.33,32.67,10.33,32.67,22.83,3
,19,2,2,7,32.68,2414.58,35.05,9.32,34.79,29.61,19
,19,2,2,8,31.53,3002.18,37.41,10.43,37.29,27.78,51
,19,2,2,9,30.3,3242.48,38.67,10.99,38.56,27.02,731
,19,2,2,10,32.88,3018,38.62,10.12,38.38,23.89,8
,19,2,2,99,28.25,3023.5,39.88,5.12,38.88,30.09,8
1,20,2,2,1,27.29,2036.71,32,8,31,26.51,7
1,20,2,2,2,31.25,1644.33,30.92,4.91,31,26.46,12
1,20,2,2,3,29.8,2441.1,36.1,7.6,35.1,26.88,10
1,20,2,2,4,31,3149,38.44,8.56,38.78,27.71,9
1,20,2,2,5,27.32,2998.16,37.36,5.92,36.92,26.88,25
1,20,2,2,6,29.56,2942.35,36.82,5.91,36.38,27.56,34
1,20,2,2,7,30.8,3004.65,37.66,7.5,37.34,26.89,104
1,20,2,2,8,30.22,3200.52,38.27,8.67,38.31,27.03,448
1,20,2,2,9,30.01,3265.48,38.64,9.36,38.62,27.07,4534
1,20,2,2,10,29.6,3463.97,39.29,6.67,39.31,25.87,307
1,20,2,2,99,29.77,3465.27,39.14,3.67,39.15,25.49,86
2,20,2,2,0,22.56,1658.78,29.22,4.56,29.44,26.97,9
2,20,2,2,1,26.24,1744.61,30.19,4.48,29.34,26.8,34
2,20,2,2,2,25.81,2294.12,33.12,7.46,32.92,29.01,26
2,20,2,2,3,23.96,2416.46,34.14,7.11,34.46,25.87,28
2,20,2,2,4,25.76,2276.07,33.83,7.76,33.88,28.29,42
2,20,2,2,5,25.9,2406.97,34.4,7.93,33.83,30.59,70
2,20,2,2,6,26.32,2406.02,34.95,7.79,34.43,26.17,111
2,20,2,2,7,25.91,2643.56,35.91,8.61,35.64,27.36,275
2,20,2,2,8,25.6,3013.6,37.77,9.17,37.56,27.21,1523
2,20,2,2,9,25.97,3181.6,38.56,9.59,38.45,27.01,12565
2,20,2,2,10,26.37,3210.69,38.87,8.99,38.75,26.24,281
2,20,2,2,99,25.47,2637.85,36.2,4.78,35.81,24.43,64
3,20,2,2,0,29.76,1325.53,25.94,4.94,26.18,30.21,17
3,20,2,2,1,27.37,1439.5,28.96,6.41,28.25,28.18,115
3,20,2,2,2,27.31,2031.19,31.74,7.15,31.75,29.14,65
3,20,2,2,3,27.06,2241.33,33.51,8,33.2,28.18,51
